page_id,title,url,content_length,num_links,num_sections,num_references,all_categories,meta_categories,science_categories,num_categories,summary_length,avg_sentence_length,last_revision_date,num_languages,languages,rating
40757020,3-Bromobenzaldehyde,https://en.wikipedia.org/wiki/3-Bromobenzaldehyde,3326,0,4,9,"['3-Bromophenyl compounds', 'All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without KEGG source', 'Benzaldehydes', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Organohalide stubs', 'Short description matches Wikidata']","['All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without KEGG source', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Short description matches Wikidata']","['3-Bromophenyl compounds', 'Benzaldehydes', 'Organohalide stubs']",11,0,0.0,2025-05-21T21:28:01Z,6,"['fr', 'sh', 'sr', 'ta', 'zh']",STUB
47292411,2-Oxohistidine,https://en.wikipedia.org/wiki/2-Oxohistidine,1682,0,1,2,"['Alpha-Amino acids', 'Amino acid derivatives', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without InChI source', 'Articles without KEGG source', 'Articles without UNII source', 'Chembox image size set', 'Short description matches Wikidata']","['Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without InChI source', 'Articles without KEGG source', 'Articles without UNII source', 'Chembox image size set', 'Short description matches Wikidata']","['Alpha-Amino acids', 'Amino acid derivatives']",10,0,0.0,2024-08-26T19:09:06Z,1,[],STUB
53474857,4-Ipomeanol,https://en.wikipedia.org/wiki/4-Ipomeanol,23818,0,14,65,"['3-Furyl compounds', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without KEGG source', 'Secondary alcohols', 'Short description matches Wikidata', 'Toxins']","['Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without KEGG source', 'Short description matches Wikidata']","['3-Furyl compounds', 'Secondary alcohols', 'Toxins']",8,0,0.0,2025-12-27T05:49:56Z,2,['zh'],C
54295178,3-Fluorobenzoic acid,https://en.wikipedia.org/wiki/3-Fluorobenzoic_acid,2597,0,1,2,"['3-Fluorophenyl compounds', 'All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Benzoic acids', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Organohalide stubs', 'Short description matches Wikidata']","['All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Short description matches Wikidata']","['3-Fluorophenyl compounds', 'Benzoic acids', 'Organohalide stubs']",10,0,0.0,2024-09-05T09:36:23Z,4,"['cs', 'pt', 'ta']",STUB
55169632,4-Mercapto-4-methyl-2-pentanone,https://en.wikipedia.org/wiki/4-Mercapto-4-methyl-2-pentanone,2465,0,1,4,"['All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without InChI source', 'Articles without KEGG source', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Organic compound stubs', 'Pentanones', 'PubChem ID (CID) same as Wikidata', 'Short description matches Wikidata', 'Thiols']","['All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without InChI source', 'Articles without KEGG source', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'PubChem ID (CID) same as Wikidata', 'Short description matches Wikidata']","['Organic compound stubs', 'Pentanones', 'Thiols']",13,0,0.0,2025-06-17T21:54:05Z,2,['ja'],STUB
56303644,3-Dimethylaminoacrolein,https://en.wikipedia.org/wiki/3-Dimethylaminoacrolein,16795,0,6,37,"['All Wikipedia articles needing copy edit', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without KEGG source', 'CS1 German-language sources (de)', 'Chembox having GHS data', 'Chembox image size set', 'Chemical articles with multiple CAS registry numbers', 'Chemical articles with multiple compound IDs', 'Conjugated aldehydes', 'Dimethylamino compounds', 'ECHA InfoCard ID from Wikidata', 'Enamines', 'Multiple chemicals in an infobox that need indexing', 'Short description matches Wikidata', 'Wikipedia articles needing copy edit from August 2024']","['All Wikipedia articles needing copy edit', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without KEGG source', 'CS1 German-language sources (de)', 'Chembox having GHS data', 'Chembox image size set', 'Chemical articles with multiple CAS registry numbers', 'Chemical articles with multiple compound IDs', 'ECHA InfoCard ID from Wikidata', 'Multiple chemicals in an infobox that need indexing', 'Short description matches Wikidata', 'Wikipedia articles needing copy edit from August 2024']","['Conjugated aldehydes', 'Dimethylamino compounds', 'Enamines']",17,0,0.0,2025-09-30T10:33:07Z,2,['de'],B
57408474,3-Mercaptopropionic acid,https://en.wikipedia.org/wiki/3-Mercaptopropionic_acid,3680,0,3,4,"['All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without KEGG source', 'Chembox having GHS data', 'Chembox image size set', 'Convulsants', 'ECHA InfoCard ID from Wikidata', 'Glutamate decarboxylase inhibitors', 'Organic acid stubs', 'Propionic acids', 'Short description matches Wikidata', 'Thiols']","['All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without KEGG source', 'Chembox having GHS data', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Short description matches Wikidata']","['Convulsants', 'Glutamate decarboxylase inhibitors', 'Organic acid stubs', 'Propionic acids', 'Thiols']",13,0,0.0,2025-08-18T10:54:13Z,4,"['de', 'pl', 'zh']",START
100558,A* search algorithm,https://en.wikipedia.org/wiki/A*_search_algorithm,43961,104,25,42,"['Articles with example pseudocode', 'Articles with short description', 'Combinatorial optimization', 'Game artificial intelligence', 'Graph algorithms', 'Graph distance', 'Greedy algorithms', 'Heuristic algorithms', 'Routing algorithms', 'Search algorithms', 'Short description matches Wikidata']","['Articles with example pseudocode', 'Articles with short description', 'Short description matches Wikidata']","['Combinatorial optimization', 'Game artificial intelligence', 'Graph algorithms', 'Graph distance', 'Greedy algorithms', 'Heuristic algorithms', 'Routing algorithms', 'Search algorithms']",11,1487,27.75,2026-01-22T19:21:00Z,31,"['ar', 'bg', 'ca', 'cs', 'de', 'es', 'fa', 'fi', 'fr', 'he', 'hu', 'hy', 'id', 'it', 'ja', 'ko', 'nl', 'nb', 'pl', 'pt', 'ru', 'simple', 'sr', 'sv', 'th', 'tr', 'uk', 'vi', 'zh', 'yue']",B
342776,8SVX,https://en.wikipedia.org/wiki/8SVX,6621,36,7,8,"['AmigaOS', 'Articles with short description', 'Computer file formats', 'Short description matches Wikidata']","['Articles with short description', 'Short description matches Wikidata']","['AmigaOS', 'Computer file formats']",4,249,13.0,2023-07-24T04:14:27Z,2,['pl'],START
648042,ADE classification,https://en.wikipedia.org/wiki/ADE_classification,21445,16,10,21,"['Articles with French-language sources (fr)', 'Articles with short description', 'CS1 errors: ISBN date', 'CS1 maint: DOI inactive as of July 2025', 'CS1 maint: work parameter with ISBN', 'Lie groups', 'Short description matches Wikidata']","['Articles with French-language sources (fr)', 'Articles with short description', 'CS1 errors: ISBN date', 'CS1 maint: DOI inactive as of July 2025', 'CS1 maint: work parameter with ISBN', 'Short description matches Wikidata']",['Lie groups'],7,3326,26.5,2025-08-19T03:04:43Z,5,"['bn', 'fr', 'ru', 'uk']",B
773271,AC power plugs and sockets,https://en.wikipedia.org/wiki/AC_power_plugs_and_sockets,125150,0,68,123,"['All Wikipedia articles written in British English with Oxford spelling', 'All articles containing potentially dated statements', 'All articles needing additional references', 'Articles containing potentially dated statements from March 2025', 'Articles needing additional references from May 2021', 'Articles with short description', 'CS1 Chinese-language sources (zh)', 'CS1 Danish-language sources (da)', 'CS1 Hebrew-language sources (he)', 'CS1 Italian-language sources (it)', 'CS1 Norwegian-language sources (no)', 'CS1 Portuguese-language sources (pt)', 'CS1 Spanish-language sources (es)', 'CS1 Thai-language sources (th)', 'Commons category link from Wikidata', 'Electrical standards', 'Electrical wiring', 'Mains power connectors', 'Pages using multiple image with auto scaled images', 'Pages using multiple image with unknown parameters', 'Short description is different from Wikidata', 'Use Oxford spelling from December 2025', 'Use dmy dates from December 2025', 'Webarchive template wayback links']","['All Wikipedia articles written in British English with Oxford spelling', 'All articles containing potentially dated statements', 'All articles needing additional references', 'Articles containing potentially dated statements from March 2025', 'Articles needing additional references from May 2021', 'Articles with short description', 'CS1 Chinese-language sources (zh)', 'CS1 Danish-language sources (da)', 'CS1 Hebrew-language sources (he)', 'CS1 Italian-language sources (it)', 'CS1 Norwegian-language sources (no)', 'CS1 Portuguese-language sources (pt)', 'CS1 Spanish-language sources (es)', 'CS1 Thai-language sources (th)', 'Commons category link from Wikidata', 'Pages using multiple image with auto scaled images', 'Pages using multiple image with unknown parameters', 'Short description is different from Wikidata', 'Use Oxford spelling from December 2025', 'Use dmy dates from December 2025', 'Webarchive template wayback links']","['Electrical standards', 'Electrical wiring', 'Mains power connectors']",24,1349,19.36,2026-01-23T15:28:38Z,58,"['af', 'ar', 'az', 'bg', 'ca', 'cs', 'csb', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'gd', 'he', 'hr', 'hy', 'id', 'is', 'it', 'ja', 'kk', 'ko', 'ku', 'la', 'lb', 'ln', 'lt', 'min', 'ml', 'mn', 'ms', 'nl', 'nn', 'nb', 'pl', 'pt', 'ro', 'ru', 'rue', 'si', 'simple', 'sk', 'sq', 'sr', 'sv', 'ta', 'tr', 'ug', 'uk', 'vi', 'zh', 'yue']",B
1169469,AC adapter,https://en.wikipedia.org/wiki/AC_adapter,31063,0,13,23,"['All articles needing additional references', 'All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles needing additional references from December 2018', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from November 2017', 'Articles with unsourced statements from February 2021', 'Articles with unsourced statements from March 2011', 'Commons category link from Wikidata', 'Power supplies', 'Repurposing', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['All articles needing additional references', 'All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles needing additional references from December 2018', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from November 2017', 'Articles with unsourced statements from February 2021', 'Articles with unsourced statements from March 2011', 'Commons category link from Wikidata', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['Power supplies', 'Repurposing']",13,1013,28.0,2026-01-10T19:42:18Z,19,"['ar', 'be-tarask', 'ca', 'cs', 'de', 'es', 'et', 'fa', 'ja', 'ko', 'ms', 'ru', 'sh', 'simple', 'sv', 'tr', 'uk', 'zh']",C
1362795,4-manifold,https://en.wikipedia.org/wiki/4-manifold,25413,0,19,20,"['4-manifolds', 'Articles with short description', 'Commons category link from Wikidata', 'Geometric topology', 'Low-dimensional topology', 'Short description is different from Wikidata']","['Articles with short description', 'Commons category link from Wikidata', 'Short description is different from Wikidata']","['4-manifolds', 'Geometric topology', 'Low-dimensional topology']",6,593,12.29,2025-12-22T02:53:42Z,8,"['ca', 'de', 'eo', 'es', 'ja', 'nl', 'ru']",B
1780823,AC power,https://en.wikipedia.org/wiki/AC_power,27445,0,12,13,"['AC power', 'Articles with short description', 'Electric power', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['Articles with short description', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['AC power', 'Electric power']",5,805,27.2,2025-10-02T18:05:16Z,5,"['ca', 'fa', 'ko', 'zh']",B
2522966,AD–IA model,https://en.wikipedia.org/wiki/AD%E2%80%93IA_model,3129,0,7,1,"['All articles needing additional references', 'All stub articles', 'Articles needing additional references from July 2010', 'Economics models', 'Keynesian economics', 'Macroeconomics stubs']","['All articles needing additional references', 'All stub articles', 'Articles needing additional references from July 2010']","['Economics models', 'Keynesian economics', 'Macroeconomics stubs']",6,286,46.0,2023-11-14T16:47:59Z,1,[],START
3192516,ACM Computing Classification System,https://en.wikipedia.org/wiki/ACM_Computing_Classification_System,4621,0,5,0,"['1964 in computing', 'All stub articles', 'Articles with short description', 'Association for Computing Machinery', 'Association for Computing Machinery publications', 'Classification systems', 'Computer-related introductions in 1964', 'Computer science literature', 'Computer science stubs', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['All stub articles', 'Articles with short description', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['1964 in computing', 'Association for Computing Machinery', 'Association for Computing Machinery publications', 'Classification systems', 'Computer-related introductions in 1964', 'Computer science literature', 'Computer science stubs']",11,327,24.0,2025-05-29T00:16:12Z,7,"['de', 'fa', 'fr', 'it', 'uk', 'zh']",STUB
3839357,ADM formalism,https://en.wikipedia.org/wiki/ADM_formalism,16532,0,14,7,"['Articles with short description', 'Formalism (deductive)', 'Mathematical methods in general relativity', 'Pages using sidebar with the child parameter', 'Short description matches Wikidata']","['Articles with short description', 'Pages using sidebar with the child parameter', 'Short description matches Wikidata']","['Formalism (deductive)', 'Mathematical methods in general relativity']",5,510,19.0,2025-10-05T19:24:41Z,8,"['es', 'fa', 'fr', 'it', 'ko', 'ru', 'uk']",C
5165589,ADHM construction,https://en.wikipedia.org/wiki/ADHM_construction,5310,0,7,0,"['All stub articles', 'Articles with short description', 'Differential geometry', 'Gauge theories', 'Quantum chromodynamics', 'Quantum physics stubs', 'Short description is different from Wikidata']","['All stub articles', 'Articles with short description', 'Short description is different from Wikidata']","['Differential geometry', 'Gauge theories', 'Quantum chromodynamics', 'Quantum physics stubs']",7,269,13.33,2024-12-22T14:38:47Z,3,"['de', 'ko']",START
14425627,AD–AS model,https://en.wikipedia.org/wiki/AD%E2%80%93AS_model,22219,0,20,35,"['Articles with excerpts', 'Articles with short description', 'CS1:Vancouver names with accept markup', 'Commons category link from Wikidata', 'Economics curves', 'Economics models', 'Keynesian economics', 'Short description is different from Wikidata']","['Articles with excerpts', 'Articles with short description', 'CS1:Vancouver names with accept markup', 'Commons category link from Wikidata', 'Short description is different from Wikidata']","['Economics curves', 'Economics models', 'Keynesian economics']",8,0,0.0,2025-09-18T08:55:18Z,20,"['ar', 'az', 'da', 'de', 'es', 'fa', 'fr', 'hi', 'hy', 'it', 'ja', 'ko', 'lt', 'lv', 'pt', 'ru', 'uk', 'vi', 'zh']",B
23242689,AC-to-AC converter,https://en.wikipedia.org/wiki/AC-to-AC_converter,8054,0,6,12,"['AC-to-AC converters', 'Articles with short description', 'Electric power conversion', 'Electronic circuits', 'Short description matches Wikidata']","['Articles with short description', 'Short description matches Wikidata']","['AC-to-AC converters', 'Electric power conversion', 'Electronic circuits']",5,0,0.0,2025-10-10T14:23:40Z,11,"['bg', 'ca', 'es', 'eu', 'fa', 'fr', 'hi', 'ta', 'th', 'zh']",START
23475353,5G,https://en.wikipedia.org/wiki/5G,79810,0,58,140,"['5G (telecommunication)', 'All Wikipedia articles in need of updating', 'All articles covered by WikiProject Wikify', 'All articles to be expanded', 'All articles with unsourced statements', 'All pages needing cleanup', 'Articles covered by WikiProject Wikify from November 2025', 'Articles to be expanded from October 2023', 'Articles with short description', 'Articles with unsourced statements from October 2025', 'CS1 German-language sources (de)', 'CS1 Japanese-language sources (ja)', 'Commons category link from Wikidata', 'Internet of things', 'Mobile telecommunications', 'Short description is different from Wikidata', 'Use mdy dates from November 2022', 'Wikipedia articles in need of updating from October 2025', 'Wikipedia introduction cleanup from November 2025', 'Wireless communication systems']","['All Wikipedia articles in need of updating', 'All articles covered by WikiProject Wikify', 'All articles to be expanded', 'All articles with unsourced statements', 'All pages needing cleanup', 'Articles covered by WikiProject Wikify from November 2025', 'Articles to be expanded from October 2023', 'Articles with short description', 'Articles with unsourced statements from October 2025', 'CS1 German-language sources (de)', 'CS1 Japanese-language sources (ja)', 'Commons category link from Wikidata', 'Short description is different from Wikidata', 'Use mdy dates from November 2022', 'Wikipedia articles in need of updating from October 2025', 'Wikipedia introduction cleanup from November 2025']","['5G (telecommunication)', 'Internet of things', 'Mobile telecommunications', 'Wireless communication systems']",20,0,0.0,2026-01-18T14:34:37Z,70,"['ar', 'az', 'be', 'bg', 'bh', 'bn', 'bo', 'bs', 'ca', 'cs', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'gl', 'he', 'hi', 'hr', 'hu', 'id', 'it', 'ja', 'ka', 'kn', 'ko', 'ku', 'lt', 'lv', 'mk', 'ml', 'mn', 'mr', 'ms', 'nl', 'nb', 'pa', 'pl', 'pt', 'qu', 'ro', 'ru', 'sah', 'sat', 'simple', 'sk', 'sl', 'sq', 'sr', 'sv', 'sw', 'ta', 'te', 'th', 'tr', 'uk', 'ur', 'vec', 'vi', 'wuu', 'xmf', 'zh', 'nan', 'yue']",C
36987452,5-Methyl-7-methoxyisoflavone,https://en.wikipedia.org/wiki/5-Methyl-7-methoxyisoflavone,4432,0,2,5,"['Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without KEGG source', 'Bodybuilding supplements', 'CS1 French-language sources (fr)', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'O-methylated isoflavones', 'Short description matches Wikidata']","['Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without EBI source', 'Articles without KEGG source', 'CS1 French-language sources (fr)', 'Chembox image size set', 'ECHA InfoCard ID from Wikidata', 'Short description matches Wikidata']","['Bodybuilding supplements', 'O-methylated isoflavones']",10,0,0.0,2024-12-24T03:07:39Z,5,"['hu', 'sh', 'sr', 'zh']",STUB
43092077,6-Hydroxykynurenic acid,https://en.wikipedia.org/wiki/6-Hydroxykynurenic_acid,2429,0,2,2,"['Alkaloid stubs', 'All Wikipedia articles needing context', 'All articles with topics of unclear notability', 'All pages needing cleanup', 'All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with multiple maintenance issues', 'Articles with short description', 'Articles with topics of unclear notability from June 2022', 'Carboxylic acids', 'Chembox image size set', 'Diols', 'Hydroxyarenes', 'Quinoline alkaloids', 'Short description matches Wikidata', 'Wikipedia articles needing context from June 2022']","['All Wikipedia articles needing context', 'All articles with topics of unclear notability', 'All pages needing cleanup', 'All stub articles', 'Articles containing unverified chemical infoboxes', 'Articles with multiple maintenance issues', 'Articles with short description', 'Articles with topics of unclear notability from June 2022', 'Chembox image size set', 'Short description matches Wikidata', 'Wikipedia articles needing context from June 2022']","['Alkaloid stubs', 'Carboxylic acids', 'Diols', 'Hydroxyarenes', 'Quinoline alkaloids']",16,0,0.0,2025-05-23T21:43:45Z,2,['zh'],STUB
50785023,AI alignment,https://en.wikipedia.org/wiki/AI_alignment,125577,0,23,208,"['AI safety', 'All Wikipedia articles written in American English', 'All articles containing potentially dated statements', 'All articles lacking reliable references', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles containing potentially dated statements from 2021', 'Articles containing potentially dated statements from 2022', 'Articles containing potentially dated statements from 2023', 'Articles containing potentially dated statements from May 2023', 'Articles containing video clips', 'Articles lacking reliable references from November 2025', 'Articles with failed verification from August 2024', 'Articles with short description', 'Articles with unsourced statements from August 2024', 'Articles with unsourced statements from May 2023', 'Artificial intelligence', 'CS1 Romanian-language sources (ro)', 'Computational neuroscience', 'Cybernetics', 'Existential risk from artificial intelligence', 'Pages with broken reference names', 'Pages with reference errors', 'Philosophy of artificial intelligence', 'Short description is different from Wikidata', 'Singularitarianism', 'Use American English from February 2021', 'Use mdy dates from September 2021']","['All Wikipedia articles written in American English', 'All articles containing potentially dated statements', 'All articles lacking reliable references', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles containing potentially dated statements from 2021', 'Articles containing potentially dated statements from 2022', 'Articles containing potentially dated statements from 2023', 'Articles containing potentially dated statements from May 2023', 'Articles containing video clips', 'Articles lacking reliable references from November 2025', 'Articles with failed verification from August 2024', 'Articles with short description', 'Articles with unsourced statements from August 2024', 'Articles with unsourced statements from May 2023', 'CS1 Romanian-language sources (ro)', 'Pages with broken reference names', 'Pages with reference errors', 'Short description is different from Wikidata', 'Use American English from February 2021', 'Use mdy dates from September 2021']","['AI safety', 'Artificial intelligence', 'Computational neuroscience', 'Cybernetics', 'Existential risk from artificial intelligence', 'Philosophy of artificial intelligence', 'Singularitarianism']",28,0,0.0,2026-01-22T04:07:15Z,20,"['af', 'ar', 'ca', 'de', 'es', 'fa', 'fi', 'fr', 'hy', 'id', 'ja', 'ko', 'nl', 'pl', 'ps', 'pt', 'ru', 'sr', 'zh']",B
54959688,"6-Formylindolo(3,2-b)carbazole","https://en.wikipedia.org/wiki/6-Formylindolo(3,2-b)carbazole",40024,0,12,71,"['Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without InChI source', 'Articles without KEGG source', 'Articles without UNII source', 'CS1: long volume value', 'Carbazoles', 'Formamides', 'Short description matches Wikidata']","['Articles containing unverified chemical infoboxes', 'Articles with short description', 'Articles without InChI source', 'Articles without KEGG source', 'Articles without UNII source', 'CS1: long volume value', 'Short description matches Wikidata']","['Carbazoles', 'Formamides']",9,0,0.0,2025-12-23T03:06:22Z,1,[],B
586,ASCII,https://en.wikipedia.org/wiki/ASCII,111193,500,27,116,"['ASCII', 'All Wikipedia articles written in American English', 'All articles containing potentially dated statements', 'All articles with unsourced statements', 'American National Standards Institute standards', 'Articles containing potentially dated statements from 2021', 'Articles with short description', 'Articles with unsourced statements from June 2016', 'Character encoding', 'Character sets', 'Commons category link from Wikidata', 'Computer-related introductions in 1963', 'Latin-script representations', 'Pages displaying short descriptions of redirect targets via Module:Annotated link', 'Pages displaying short descriptions with no spaces via Module:Annotated link', 'Pages including recorded pronunciations', 'Pages using the Phonos extension', 'Presentation layer protocols', 'Short description is different from Wikidata', 'Use American English from December 2018', 'Use mdy dates from June 2013']","['All Wikipedia articles written in American English', 'All articles containing potentially dated statements', 'All articles with unsourced statements', 'Articles containing potentially dated statements from 2021', 'Articles with short description', 'Articles with unsourced statements from June 2016', 'Commons category link from Wikidata', 'Pages displaying short descriptions of redirect targets via Module:Annotated link', 'Pages displaying short descriptions with no spaces via Module:Annotated link', 'Pages including recorded pronunciations', 'Pages using the Phonos extension', 'Short description is different from Wikidata', 'Use American English from December 2018', 'Use mdy dates from June 2013']","['ASCII', 'American National Standards Institute standards', 'Character encoding', 'Character sets', 'Computer-related introductions in 1963', 'Latin-script representations', 'Presentation layer protocols']",21,1476,19.5,2025-12-20T07:08:02Z,84,"['gsw', 'ar', 'ast', 'az', 'azb', 'be', 'be-tarask', 'bg', 'bn', 'bs', 'ca', 'ckb', 'cs', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'ga', 'gl', 'he', 'hi', 'hr', 'hu', 'ia', 'id', 'io', 'is', 'it', 'ja', 'ka', 'kab', 'kk', 'ko', 'ku', 'lb', 'lmo', 'lt', 'lv', 'mhr', 'ml', 'mn', 'mr', 'ms', 'nds', 'new', 'nl', 'nn', 'nb', 'pa', 'pl', 'pt', 'ro', 'ru', 'sco', 'sh', 'simple', 'sk', 'sl', 'sq', 'sr', 'sv', 'ta', 'te', 'th', 'tok', 'tr', 'uk', 'ur', 'uz', 'vi', 'wuu', 'xal', 'yo', 'zh', 'lzh', 'nan', 'yue']",B
655,Abacus,https://en.wikipedia.org/wiki/Abacus,52874,0,31,79,"['Abacus', 'All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Ancient Roman mathematics', 'Articles containing Ancient Greek (to 1453)-language text', 'Articles containing Chinese-language text', 'Articles containing Japanese-language text', 'Articles containing Latin-language text', 'Articles containing Russian-language text', 'Articles with short description', 'Articles with unsourced statements from April 2024', 'CS1: long volume value', 'CS1 Chinese-language sources (zh)', 'CS1 Greek-language sources (el)', 'CS1 Korean-language sources (ko)', 'CS1 Latin-language sources (la)', 'CS1 Spanish-language sources (es)', 'CS1 errors: ISBN date', 'CS1 uses Korean-language script (ko)', 'Chinese mathematics', 'Commons link from Wikidata', 'Egyptian mathematics', 'Greek mathematics', 'Indian mathematics', 'Japanese mathematics', 'Korean mathematics', 'Mathematical tools', 'Pages with Nahuatl languages IPA', 'Short description matches Wikidata', 'Use American English from May 2021', 'Use mdy dates from June 2013', 'Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference']","['All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Articles containing Ancient Greek (to 1453)-language text', 'Articles containing Chinese-language text', 'Articles containing Japanese-language text', 'Articles containing Latin-language text', 'Articles containing Russian-language text', 'Articles with short description', 'Articles with unsourced statements from April 2024', 'CS1: long volume value', 'CS1 Chinese-language sources (zh)', 'CS1 Greek-language sources (el)', 'CS1 Korean-language sources (ko)', 'CS1 Latin-language sources (la)', 'CS1 Spanish-language sources (es)', 'CS1 errors: ISBN date', 'CS1 uses Korean-language script (ko)', 'Commons link from Wikidata', 'Pages with Nahuatl languages IPA', 'Short description matches Wikidata', 'Use American English from May 2021', 'Use mdy dates from June 2013', 'Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference']","['Abacus', 'Ancient Roman mathematics', 'Chinese mathematics', 'Egyptian mathematics', 'Greek mathematics', 'Indian mathematics', 'Japanese mathematics', 'Korean mathematics', 'Mathematical tools']",32,2439,19.6,2026-01-07T21:52:54Z,111,"['af', 'an', 'ar', 'as', 'ast', 'ay', 'az', 'azb', 'bcl', 'be', 'be-tarask', 'bg', 'bi', 'bn', 'bs', 'bxr', 'ca', 'cdo', 'ckb', 'cs', 'cv', 'cy', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'ga', 'gan', 'gcr', 'gl', 'glk', 'gu', 'he', 'hi', 'hr', 'hu', 'hy', 'ia', 'id', 'io', 'is', 'it', 'ja', 'jam', 'jv', 'ka', 'kaa', 'ki', 'kk', 'km', 'kn', 'ko', 'ks', 'ky', 'la', 'lfn', 'li', 'lo', 'lt', 'lv', 'mk', 'ml', 'mn', 'ms', 'mwl', 'ne', 'nl', 'nn', 'nb', 'pa', 'pl', 'pms', 'pnb', 'pt', 'ro', 'ru', 'scn', 'sd', 'sh', 'simple', 'sk', 'sl', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'tg', 'th', 'tl', 'tr', 'uk', 'ur', 'uz', 'vi', 'war', 'wuu', 'xh', 'zh', 'lzh', 'nan', 'yue']",C
