title,page_id
Electric car,16105186
Electric charge,9804
Electric circuit,54935
Electric current,6207
Electric currents,1387296
Electric dipole moment,30876071
Electric discharge,3007213
Electric displacement field,1191101
Electric distribution systems,4478663
Electric field,41092
Electric field gradient,504902
Electric field strength,1759464
Electric generator,82330
Electric heat,9741086
Electric heating,3508315
Electric intensity,44181108
Electric light,9656
Electric machine,13764124
Electric motor,76086
Electric multiple unit,3697808
Electric potential,59615
Electric potential difference,13338168
Electric power,3270043
Electric power conversion,618120
Electric power distribution,212253
Electric power grid,31278711
Electric power industry,277750
Electric power transmission,38824
Electric shock,56122782
Electric telegraph,534406
Electric unicycle,176266
Electrical,304885
Electrical and electronics engineering,3228904
Electrical cable,42418
Electrical capacitance,13423269
Electrical charge,141887
Electrical circuit,54934
Electrical code,7202313
Electrical component,1935128
Electrical conductance,60941
Electrical conductivity,59079
Electrical conductor,198984
Electrical contact,1427527
Electrical current,205660
Electrical discharge machining,75485
Electrical efficiency,327511
Electrical element,175716
Electrical energy,1343597
Electrical engineer,56936
Electrical engineering,9531
Electrical equipment,1947499
Electrical generator,31486725
Electrical grid,20344155
Electrical impedance,41957
Electrical insulation,15143165
Electrical insulation paper,21730528
Electrical insulator,2843140
Electrical load,3462904
Electrical machine,13663759
Electrical measurements,23450129
Electrical network,9559
Electrical polarity,14004830
Electrical potential,105923
Electrical potential energy,13338184
Electrical power,492317
Electrical reactance,140710
Electrical resistance,30607642
Electrical resistance and conductance,61577
Electrical resistivity,2299483
Electrical resistivity and conductivity,61580
Electrical signal,170181
Electrical steel,3737589
Electrical substation,28591365
Electrical synapse,441228
Electrical technologist,13330867
Electrical wiring,1105937
Electrical wiring regulations,4945336
Electrically,1275873
Electrically charged,1387454
Electrically excitable cell,71533850
Electrically powered spacecraft propulsion,69401591
Electricity,9550
Electricity generation,9540
Electricity meter,1138590
Electricity pylon,29864898
Electride,4414414
Electrification,551731
Electro-diesel locomotive,2023225
Electro-optic effect,68070629
Electroactive polymers,69560159
Electroanalytical methods,10989135
Electrocardiograph,216447
Electrochemical,1302499
Electrochemical battery,24630435
Electrochemical cell,10339
Electrochemical engineering,30129507
Electrochemical gradient,2821615
Electrochemical potential,157620
Electrochemistry,9601
Electroconvulsive therapy,44093
Electrode,10008
Electrode potential,38415
Electrodes,468611
Electrodynamics,11631486
Electrogravitics,3131342
Electrohomeopathy,19068598
Electrolysis,38257
Electrolyte,48336
Electrolytes,669013
Electrolytic cell,361021
Electromagnet,92377
Electromagnetic coil,7425
Electromagnetic compatibility,41093
Electromagnetic field,9735
Electromagnetic field tensor,2210115
Electromagnetic force,9809
Electromagnetic hypersensitivity,4217297
Electromagnetic induction,65888
Electromagnetic interaction,9711
Electromagnetic interference,1072324
Electromagnetic potential,1191058
Electromagnetic pulse,39519079
Electromagnetic radiation,9426
Electromagnetic spectrum,10134
Electromagnetic therapy,22816756
Electromagnetic wave,41970
Electromagnetic wave equation,2924436
Electromagnetics,781990
Electromagnetism,9532
Electromechanical,31322129
Electromechanics,31322120
Electromote,10997559
Electromotive force,65894
Electromyography,997173
Electron,9476
Electron acceptor,3138212
Electron capture,82381
Electron carrier,31804418
Electron configuration,67211
Electron deficiency,617777
Electron density,237630
Electron diffraction,277702
Electron donor,3138166
Electron electric dipole moment,4846345
Electron ionization,340284
Electron magnetic dipole moment,45273414
Electron microscope,9730
Electron neutrino,241034
Electron pair,7376733
Electron paramagnetic resonance,1926015
Electron shell,19916615
Electron transport chain,92236
Electron-degenerate matter,5232550
Electron-volt,39338
Electronegativities,6916521
Electronegativity,9707
Electronic Flight Instrument System,33675097
Electronic amplifier,38378204
Electronic band structure,706247
Electronic circuit,8707643
Electronic commerce,38160007
Electronic component,1886820
Electronic control unit,570111
Electronic design automation,216881
Electronic engineering,28923910
Electronic filter,1866533
Electronic funds transfer,2933543
Electronic oscillators,19692883
Electronic publishing,190831
Electronic speed control,2704993
Electronic state,2931146
Electronic voice phenomenon,744997
Electronic voting,371301
Electronic waste,3887690
Electronics,9663
Electronics engineering,28923925
Electrons,214521
Electronvolt,9598
Electrophile,467832
Electrophorus,225270
Electrostatic discharge,75049
Electrostatic force,919428
Electrostatic ion thruster,51356015
Electrostatic motor,1581131
Electrostatic potential,1502068
Electrostatics,368328
Electrostriction,1303480
Electrosynthesis,6160807
Electroweak force,4206957
Electroweak interaction,10103
Element (mathematics),81182955
Elemental analysis,1367595
Elementary algebra,9710
Elementary arithmetic,1567386
Elementary charge,174945
Elementary event,22960
Elementary group theory,38542747
Elementary mathematics,1775329
Elementary particle,11274
Elementary reaction,7620308
Elemicin,3272992
Elephant,9279
Eleusis,483402
Eleutheroside A,40881990
Eleutheroside B,33377850
Eleutheroside D,37305515
Elevated mood,70515234
Elevation,1765158
Elevator,19373997
Elevator (aeronautics),950992
ElevenLabs,72925204
Eli Heckscher,1052414
Elimination theory,245978
Elinor Ostrom,5033761
Elitzur–Vaidman bomb tester,3339367
Elliott wave principle,289430
Ellipse,9277
Ellipsoid,145381
Elliptic geometry,236020
Elliptic orbit,997097
Elliptic partial differential equation,662787
Elliptic space,1835832
Elliptical distribution,27014075
Elliptical galaxy,207619
Elliptical orbit,78453
Ellsberg paradox,1912480
Elongation (astronomy),143681
Elongation (materials science),14975708
Elsevier,420561
Elution,14188019
Elwin Marg,40445363
EmDrive,6883009
Emagram,4024968
Email,9738
Email filtering,1336001
Embankment (earthworks),9710517
Embedded operating system,230359
Embedded software,638447
Embedded system,46630
Embedding,52119
Emblements,2680465
Embodied agent,2730882
Embodied cognition,33034640
Embodied cognitive science,6338699
Embodied energy,1520238
Embryo,36624
Embryogenesis,59557203
Embryological,3873414
Embryology,162717
Emergence,37436
Emergency medicine,52974
Emergency psychiatry,2923321
Emergent behavior,395622
Emergent behaviour,90018
Emergent coastline,307197
Emergent phenomenon,321914
Emergent properties,344927
Emergent property,47378
Emergy,1800265
Emil Lenz,563540
Emil Martinec,3507205
Emission intensity,1784516
Emission inventory,6904902
Emission line,9618
Emission nebula,174781
Emission spectrum,292420
Emission standard,652195
Emission standards,652197
Emissions intensity,22687426
Emissions trading,37104
Emissivity,902820
Emodin,10987890
Emotion,10406
Emotional geography,34641290
Empennage,1295963
Empirical,37715792
Empirical distribution function,2690455
Empirical evidence,307139
Empirical formula,10065
Empirical observation,13498174
Empirical relationship,270045
Empirical research,9545
Empirical software engineering,13307469
Empiricism,10174
Employee benefits,1633074
Empty set,9566
Emulator,18943937
Emulsion,10290
Enameled wire,1452145
Enantiomer,176304
Enantiomorph,533049
Enantioselective synthesis,1463286
Encapsulation (object-oriented programming),46962716
Encarta,21756313
Enclave,66837
Encryption,10294
Encyclopaedia Britannica,143249
Encyclopaedia Judaica,867520
Encyclopedia of Indo-European Culture,2376926
Encyclopædia Britannica,9508
Encyclopædia Britannica Eleventh Edition,72624
End effector,4805427
End user,127759
End-effector,34732677
End-group,73003764
End-user,39331965
Endangered species,20110668
Endemic,88841
Endemism,937971
Endere,37419192
Endergonic reaction,508681
Enderton,74640333
Endocannabinoid,3585929
Endocarditis,9659
Endocardium,604057
Endocrine,166607
Endocrine gland,1223446
Endocrine surgery,998911
Endocrine system,9312
Endocrinology,9311
Endocytosis,10116
Endoderm,315459
Endogeneity (econometrics),1908618
Endogenous,14676236
Endogenous growth theory,378724
Endoplasmic reticulum,9775
Endorheic basin,318980
Endosperm,678158
Endosymbiotic theory,44120519
Endothelial cell,224925
Endotherm,378645
Endothermic,44178255
Endothermic process,10356
Endurance time method,38022448
Energid Technologies,22792600
Energies,551424
Energy,9649
Energy (esotericism),5186688
Energy accounting,1323604
Energy audit,9728715
Energy conservation,478933
Energy conversion,10773136
Energy crop,5665192
Energy demand management,1595817
Energy density,1610231
Energy economics,177696
Energy efficient transformer,13567584
Energy engineering,9348093
Energy flow (ecology),321382
Energy flux,20825692
Energy harvesting,1406812
Energy level,59444
Energy medicine,6913403
Energy modeling,50413747
Energy production,5040366
Energy recovery,6109551
Energy returned on energy invested,63939980
Energy subsidies,61817197
Energy system,52058583
Energy transfer,48844710
Energy transformation,1413965
Energy transition,39208945
Energy–momentum tensor,33535574
Enfilade (architecture),17126094
Engaged column,3080885
Engawa,2676580
Engel curve,432332
Engine,9640
Engine balance,2771228
Engine-generator,77988006
Engineer,38223
Engineer's degree,1260570
Engineering,9251
Engineering analysis,10543101
Engineering brick,32971559
Engineering cybernetics,2384061
Engineering design,12778392
Engineering drawing,171414
Engineering economics,7977203
Engineering education,8081063
Engineering ethics,4790683
Engineering geology,777471
Engineering management,551388
Engineering mathematics,5381408
Engineering mechanics,237699
Engineering physics,740540
Engineering society,24186737
Engineering statistics,9546
Engineering tolerance,522062
Engines,497021
English Engineering Units,26311829
English Gothic architecture,11915588
English language,8569916
Enhanced Fujita scale,3724479
Enhanced greenhouse effect,69239029
Enilconazole,22052160
Enneagram of Personality,10763613
Enrico Fermi,10264
Ensemble Interpretation,31719565
Ensemble forecasting,2451045
Ensemble interpretation,7392872
Ensemble learning,22212276
Ensembles of classifiers,12304987
Ensign (flag),145567
Ensign of the United States,3474910
Enstatite,1179836
Enstatite chondrite,21177166
Enstrophy,2545846
Entablature,613749
Entangled state,2265685
Entasis,1078459
Enteric fermentation,3420838
Enterocolitis,3119613
Enterocytes,1933971
Enterprise architecture,1448049
Enterprise information system,1010494
Enterprise software,2302514
Enterprise unified process,3741289
Entertainment robot,1451221
Enthalpy,10274
Enthalpy of fusion,23523889
Entity–relationship model,752991
Entomology,59238
Entrainment (chronobiology),9931105
Entrainment (meteorology),5694744
Entrepreneurship,18950003
Entrepôt,1191426
Entropy,9891
Entropy of vaporization,3011538
Enumeration,212115
Enumerative combinatorics,3925533
Enumerative geometry,3069092
Envelope (mathematics),880235
Envelope theorem,3394695
Environment (biophysical),57945161
Environment (systems),22247762
Environment and Climate Change Canada,272329
Environmental Modeling Center,1619939
Environmental Science Services Administration,8783558
Environmental archaeology,982249
Environmental biology,19284106
Environmental chemistry,656979
Environmental control system (aircraft),6187914
Environmental crime,4363391
Environmental design,581799
Environmental economics,47763
Environmental engineering,50702
Environmental epidemiology,13924093
Environmental ethics,171964
Environmental flows,16613756
Environmental full-cost accounting,188644
Environmental geology,72584
Environmental health,314696
Environmental history,1827600
Environmental humanities,3268359
Environmental impact assessment,2364800
Environmental indicator,4951662
Environmental lapse rate,1929328
Environmental movement,45434
Environmental remediation,406260
Environmental science,64919
Environmental social science,24842835
Environmental soil science,4616929
Environmental statistics,8919339
Environmental studies,1195462
Environmental technology,1443002
Environmental toxicology,14756059
Environmentally sound,25858218
Envy-free,47736355
Enzyme,9257
Enzyme catalysis,7137983
Enzymes,342608
Eoin MacNeill,287109
Epeiric sea,2548861
Epenthesis,1117907
Ephedrine,182945
Ephemeris,160332
Ephesus,9843
Ephraim Chambers,775835
Epicardium,637479
Epicenter,173900
Epicycles,607777
Epidemiological methods,30491926
Epidemiology,66997
Epidermis,333119
Epidermis (botany),2959657
Epididymis,410991
Epidiorite,1615024
Epigenetics,49033
Epiglottis,353070
Epilepsy,10511
Epileptic seizure,65704713
Epimer,1059781
Epiphyte,57994
Epirogenetic,30758076
Epistemology,9247
Epithelial,1267608
Epoch (astronomy),200006
Epoch (reference date),19705335
Epstein frame,13666570
Equal opportunity,355849
Equal-area projection,62475939
Equality (mathematics),90446
Equalization (audio),80489318
Equalization (communications),26332696
Equals sign,501828
Equation,9284
Equation of state,9908
Equations of motion,65913
Equator,20611356
Equatorial bulge,143023
Equatorial coordinate system,48384
Equidistant,1532579
Equilibrant force,42884381
Equilibrioception,63232062
Equilibrium chemistry,26707415
Equilibrium constant,1122854
Equilibrium point,74998484
Equilibrium price,2052439
Equine,965883
Equinox,10100
Equipartition,2689027
Equipotential surface,626138
Equirectangular projection,1775417
Equities,530830
Equity (economics),1417282
Equity (finance),68804
Equity home bias puzzle,14311702
Equity premium puzzle,1021521
Equivalence principle,857235
Equivalent circuit,1049191
Equivalent impedance transforms,19216160
Equivalent potential temperature,304799
Equivalent temperature,5245789
Equivalent width,26050094
Erasmus Darwin,9299
Erbium trifluoride,75828278
Erbium(III) chloride,2694359
Erdvilas,1763852
Erechtheion,280929
Erectile dysfunction,14783
Erection,18834674
Erector spinae muscles,3987213
Erg (landform),5196218
Ergocalciferol,470087
Ergodic Ramsey theory,17872730
Ergodic theory,258986
Ergodicity,5456824
Ergodicity economics,66241271
Ergonomics,36479878
Eric H. Cline,10768709
Eric S. Raymond,9469
Erich Kähler,383501
Erlenmeyer flask,43956
Ernest O. Lawrence,308344
Ernest Rutherford,9603
Ernest van den Haag,9178394
Ernst Heinrich Weber,748976
Erogenous zone,344269
Erosion,9696
Erosion surface,47234583
Error analysis (mathematics),44281046
Error correction and detection,5303404
Error detection and correction,10375
Error-driven learning,27141248
Errors and residuals,461509
Errors and residuals in statistics,46841372
Erwin Schrödinger,9942
Erythema,532849
Esaias Tegnér Jr.,50861170
Escape orbit,984024
Escape velocity,37913
Escarpment,181905
Eschatology,9760
Escherichia coli,40114
Esker,70423
Esophagus,168506
Esoteric,6411811
Esperamicin,21032802
Essential mineral,1222617
Essential nutrient,529854
Essential oils,896436
Essential systems analysis,63077174
Estavelle,25277031
Ester,9675
Estetrol,22312933
Estimand,24533109
Estimating equations,16693348
Estimation theory,1565926
Estimator,10043
Estipite,23728527
Estradiol,227088
Estragole,3386326
Estriol,647360
Estrogen,22581
Estrone,470095
Estrous cycle,1996205
Estuary,78471
Eswatini,27451
Eta meson,63459731
Etchplain,51926470
Ethane,163106
Ethanol,10048
Ethanolamine,1001091
Ethenol,22436531
Ether,9263
Ethical consumerism,441852
Ethical living,4968835
Ethics,9258
Ethics of artificial intelligence,13659583
Ethics of technology,699052
Ethiopian cross,27773360
Ethnic flag,14101419
Ethnobotany,571941
Ethnography,152626
Ethology,9425
Ethyl acetate,1303134
Ethyl acetoacetate,2726743
Ethyl alcohol,155435
Ethyl bromoacetate,2733421
Ethyl formate,2052247
Ethyl group,274692
Ethylamine,3928797
Ethylene,9837
Ethylene dichloride,3128529
Ethylene glycol,143129
Ethylene oxide,306169
Ethylenediamine,2955396
Ethylidene diacetate,41803003
Etymological list of counties of Ireland,28270451
Euclid,9331
Euclidean distance,53932
Euclidean geometry,9417
Euclidean norm,506031
Euclidean space,9697
Euclidean vector,32533
Eucrite,3143719
Eugen Bleuler,276370
Eugen von Böhm-Bawerk,219257
Eugene Fama,301227
Eugene Wigner,10101
Eugenics,9737
Eugenol,1362656
Eugeosyncline,7621236
Euhedral,794947
Eukaryote,24536543
Euler angles,411492
Euler beta function,3857911
Euler calculus,30445494
Euler characteristic,148420
Euler constant,2889688
Euler equations (fluid dynamics),396022
Euler's constant,148594
Euler–Bernoulli beam theory,2064935
Eurocode 3,49201266
Europa (moon),43127
European Psychiatric Association,29331707
European Psychologist,4489853
European Space Agency,10363
European Union,9317
European windstorm,16812637
Europium diiodide,71706658
Europium monosulfide,54421727
Europium monoxide,69854233
Europium trifluoride,75371403
Europium(II) chloride,64010910
Europium(II) sulfate,71226254
Europium(III) chloride,1263271
Europium(III) oxide,23090487
Europium(III) sulfate,81857489
Eurosclerosis,1594108
Eustatic movements,16945437
Eutectic mixture,1708186
Eutrophication,54840
Euxenic,80079275
Evangelista Torricelli,210413
Evaporated milk,644148
Evaporation,10303
Evaporation pan,9947783
Evaporimeter,9335185
Evaporite,186182
Evapotranspiration,78481
Evelyn Fix,54382640
Even and odd functions,592151
Even and odd numbers,13482822
Event (computing),7962417
Event (philosophy),2770842
Event (probability theory),22961
Event handler,444300
Event-driven programming,62599
Evgeny Lifshitz,713353
Evidence-based medicine,10013
Evidence-based practice,3289308
Evolution,9236
Evolutionarily stable strategy,9616
Evolutionary algorithm,190837
Evolutionary biology,418101
Evolutionary computation,268020
Evolutionary computing,3070133
Evolutionary developmental biology,57414
Evolutionary economics,162791
Evolutionary game theory,774572
Evolutionary medicine,1157333
Evolutionary programming,460689
Evolutionary prototyping,871166
Evolutionary robotics,1050195
Evolutionary track,35241496
Evolving classification function,3070571
Exam,33660916
Excavation (archaeology),63994133
Excavator,312903
Exception handling,59231
Excess burden of taxation,5004491
Excess supply,21359791
Exchange rate,180311
Exchange rate regime,1317660
Exchange-traded fund,538170
Excited state,516680
Exclave,66840
Exclosure,841990
Excludability,2946521
Excretion,255468
Executable,217392
Executable UML,4849249
Executable code,6083656
Executable file,460415
Execution (computers),16351527
Execution (computing),418206
Exedra,543696
Exercise therapy,40525687
Exfoliation (geology),16823005
Exhaust gas,840147
Exhaust heat management,26220453
Existential quantification,91420
Existential risk from artificial general intelligence,77905332
Exocrine,658017
Exocrine gland,72672
Exocytosis,73614
Exogenous,14676431
Exogenous and endogenous variables,60138629
Exogenous growth model,33483741
Exogenous variable,60166637
Exoplanets,1348179
Exorcism,3700127
Exorcist,475322
Exothermic,44178229
Exothermic process,10201
Exothermic reaction,536063
Expanded access,10843800
Expanded access trial,10843812
Expander cycle (rocket),42432235
Expanding Earth,3646203
Expansion joint,5648302
Expectation value,580326
Expected utility hypothesis,736803
Expected value,9653
Expedition medicine,70217676
Expeditionary economics,38956127
Expenditure function,1019142
Experiment,59861
Experiment (probability theory),19621951
Experimental aircraft,549991
Experimental design,227546
Experimental drug,16256107
Experimental economics,548102
Experimental mathematics,256363
Experimental physics,685311
Experimental research,4016238
Experimental software engineering,3750731
Experimental techniques,27461239
Experimental unit,18593160
Expert system,10136
Expiration date,47412303
Explanatory power,21870381
Exploration,72826783
Exploratory data analysis,416589
Exploratory engineering,183275
Explosive cyclogenesis,9492718
Explosives engineering,20876374
Exponent,102027
Exponential family,339174
Exponential growth,191933
Exponential smoothing,1890727
Exponential stability,1273491
Exponentiation,99491
Expression (computer science),938708
Expression (mathematics),609125
Extended Kalman filter,18436459
Extended producer responsibility,939470
Extended supersymmetry,1191041
Extended supersymmetry algebra,36522796
Extension (geology),5412846
Extension (kinesiology),8981589
Extensive agriculture,21897555
Extensor pollicis brevis,3483755
Extensor pollicis brevis muscle,3042786
Extensor pollicis et indicis communis muscle,49021410
Extensor pollicis longus muscle,3042716
Extensor retinaculum of the hand,6669577
Exterior derivative,220782
External carotid arteries,3051460
External carotid artery,416387
External cephalic version,911028
External combustion engine,233944
External fertilization,1944972
External iliac arteries,45678650
External iliac artery,2346283
External iliac vein,2292047
External jugular vein,1516229
External oblique,3043297
External os,5963076
External validity,1900609
External water footprint,76906863
Externality,61193
Extinct volcano,2360952
Extinction,49417
Extinction (astronomy),1231797
Extinction event,9813
Extinction risk from climate change,9068275
Extra-sensory perception,14688370
Extracellular fluid,479385
Extracellular matrix,228840
Extracellular space,5925522
"Extract, transform, load",239516
Extraction (chemistry),29719481
Extragalactic astronomy,44063
Extranuclear inheritance,6279588
Extraordinary cohomology theory,1033668
Extrapyramidal system,486974
Extrasensory perception,10515
Extrasolar object,453149
Extrasolar planet,41083461
Extrastriate,2010196
Extraterrestrial life,9588
Extraterrestrial materials,15739592
Extratropical cyclone,8210537
Extremal combinatorics,2675917
Extremal graph theory,529568
Extreme event attribution,68636918
Extreme points of Earth,863116
Extreme poverty,1270
Extreme programming,38634705
Extreme weather,69902
Extremely Large Telescope,1935740
Extremely large telescope,8423611
Extremophile,9619
Extrinsic property,204465
Extrusive,48510914
Exurb,158557
Eye,157898
Eye (cyclone),4652664
Eye disease,772008
Eye movement desensitization and reprocessing,1121222
Eye surgery,587878
Eyebrow,430696
Eyelid,784628
Eyes,268123
Eyewall,449682
Eyring equation,3766499
F-block,70351
F-test,318976
F-theory,644779
F. B. J. Kuiper,13113331
F4 (mathematics),292877
FANUC,1430758
FIFO (computing and electronics),11347
FTP,47823872
Facade,65278479
Facade engineering,77996699
Face,53234
Face (geometry),149926
Facebook,7529378
Facial recognition system,602401
Facial trauma,18427821
Facies,1162141
Facilitated communication,273482
Facilities engineering,551409
Fact,58617
Factor analysis,253492
Factor income,17721180
Factor of safety,262553
Factor price,320454
Factor price equalization,384955
Factorial experiment,1827237
Factorization,82341
Factors of production,11231
Facula (disambiguation),75565067
Facultative anaerobic organism,598708
Faculty psychology,72067704
Fad,4137095
Fad diet,410007
Fads and Fallacies in the Name of Science,1878393
Fahrenheit,11524
Fahrenheit scale,905377
Failure,19005769
Failure analysis,2652917
Failure cause,1227042
Failure rate,1336960
Failure to thrive,1792890
Fair cake-cutting,43212478
Fair division,669899
Fair trade,49147
Fair trade debate,8619029
Fairground ride,2138984
Fairway (navigation),71611272
Faith healing,11627
Falcarinol,1788467
Fall line,240391
Falling bodies,17892152
Fallopian tube,23676652
Fallopian tubes,23676668
Fallow,596248
Fallowing,1853089
False (logic),229823
False discovery rate,4574271
False origin,50704713
False precision,866638
Falsework,1858657
Falsifiability,11283
Falsifiable,11568
Family (biology),56276
Family farm,171885
Family medicine,1656748
Fan chart (statistics),41668689
Fan death,20646497
Fan vault,1465808
Fanion,35773049
Fanlight,1964551
Fantasy (psychology),10810
Far side of the Moon,988372
Far-field diffraction pattern,41140
Far-infrared astronomy,173516
Farad,82355
Faraday (unit),18687898
Faraday constant,58648
Faraday shield,533717
Faraday's law of induction,742288
Faraday's laws of electrolysis,742319
Faraday–Lenz law,41454052
Farm,59790
Farm assurance,18459359
Farm crisis,78510635
Farm gate value,2518403
Farm stand,49616785
Farm water,20006105
Farm-to-table,30327862
FarmWise,66393448
Farmer,58688
Farmers' market,337903
Farming,11156
Farmstead,2168163
Farrow,59873965
Fascia,560382
Fascia (architecture),5581765
FasciaBlaster,59761461
Fascism,11054
Fast Fourier transform,11512
Fast fracture,1021118
Fast ice,1375452
Fast-and-frugal trees,54683549
Fastener,877127
Faster-than-light,11439
Fasting,187886
Fat,11042
Fat-soluble,3124699
Fata Morgana (mirage),2454447
Fatigue,235562
Fatigue (material),348898
Fatty acid,10975
Fault (geology),182787
Fault (power engineering),59551333
Fault tolerance,2091393
Fault zone,3438054
Fault-block mountain,35745429
Fault-tolerant computer system,19260930
Fauna,722672
Faustmann's formula,17765946
Fax,10826
Fayalite,1245859
Façade,332666
Feasibility study,1609224
Feasible region,9157119
Feather meal,12495988
Feature (machine learning),1299404
Feature engineering,46207323
Feature extraction,242190
Feature learning,38870173
Feature selection,1179950
Feces,24536042
Fed cattle,23820418
Fed model,3154281
Federal Open Market Committee,593155
Federal Reserve System,58643806
Federal government of the United States,195149
Federated learning,60992857
Federation,156371
Federation of Indian Rationalist Associations,3414858
Fee,292133
Feed forward (control),574759
Feed grain,23820303
Feed-in tariff,12638406
Feedback,11545
Feedback amplifier,11226450
Feedforward neural network,1706332
Feedlot,560807
Feeling,163390
Fei-Fei Li,44359594
Fei–Ranis model of economic growth,33183306
Feldenkrais method,245089
Feldman–Mahalanobis model,9200430
Feldspar,37955
Feldstein–Horioka puzzle,14280089
Felix Bloch,10896
Felix Mann,20122556
Fell,434194
Fellowship (medicine),11687411
Fels,39498631
Felsic,11795
Female,20913864
Female genital tract,3174931
Female mammal,36427296
Female reproductive system,598423
Feminist economics,177765
Femoral arteries,26739039
Femoral artery,239675
Femoral nerve,3654372
Femoral sheath,5174941
Femoral triangle,239677
Femoral vein,2072649
Femtochemistry,450543
Femtometer,397923
Femur,188497
Femur head,44333029
Fen,113530
Fence,42273
Feng shui,190485
Fentanyl,141915
Ferdinand Beer,22626020
Ferdinand de Saussure,11041
Fermat's principle,37232
Fermentation,6073894
Fermentation (biochemistry),38795754
Fermi coupling constant,23964295
Fermi level,154473
Fermi surface,986096
Fermion,11529
Fermionic condensate,446539
Fermi–Dirac distribution,24805774
Fermi–Dirac statistics,159225
Ferric sulfate,15395530
Ferricrete,1838906
Ferrimagnetic,1261965
Ferrimagnetism,216650
Ferris wheel,175541
Ferrite core,8756456
Ferrocene,60710
Ferroelectricity,44708
Ferromagnesian mineral,75061738
Ferromagnetic,11808
Ferromagnetic material,53154242
Ferromagnetism,11807
Ferrous fluoride,75689355
Ferrous oxalate,26091239
Ferrous sulfate,808304
Fertigate,80115485
Fertigation,5600138
Fertility,257215
Fertility rate,256437
Fertilization,3994594
Fertilizer,37401
Fertilizers,659658
Ferulic acid,2630110
Fess,598862
Fetch (geography),64490109
Fetus,20130936
Feudalism,11298
Fever,46253
Fiat currency,22156532
Fiat money,22156522
Fiber,140558
Fiber crop,519887
Fiber-optic cable,11234274
Fiber-optic communication,7309377
Fiber-reinforced plastic,1974625
Fiberglass insulation,30558558
Fibonacci sequence,10918
Fibre-reinforced plastic,944339
Fibrillation,419024
Fibrocartilage,419999
Fibromyalgia,318049
Fibrous joint,7758341
Fibula,321814
Fick's laws of diffusion,11671
Fictitious force,1082841
Field (agriculture),4239514
Field (computer science),491073
Field (geography),6762127
Field (mathematics),10603
Field (physics),26998617
Field crop,35189374
Field day (agriculture),24442936
Field effect transistor,13210310
Field extension,11634
Field galaxy,4741452
Field line,5000404
Field mill,5801968
Field of view,305126
Field theory (mathematics),289878
Field-emission electric propulsion,89918
Field-oriented control,18743541
Fields of engineering,423785
Fifth force,169552
Fifth-generation programming language,701685
Figure AI,76368952
Figure of merit,5549818
Figure of the Earth,233668
File format,18933600
Filename,351542
Filename extension,147957
Filipp Fortunatov,69199245
Filippo Brunelleschi,90007
Fill (archaeology),7681807
Fillet (mechanics),3487414
Filly,776838
Film capacitor,35034187
Film critic,250511
Filter (signal processing),23434533
Filter (software),2538139
Filter capacitor,2304203
Filter strip,23820249
Filtration,11665
Fimbriation,2082945
Fin,11036
Fin flash,30944223
Final good,1751119
Finance,11162
Financial,68805
Financial Times,136566
Financial accounting,465334
Financial asset,12661483
Financial capital,45807
Financial crisis,2878852
Financial deepening,6228116
Financial economics,63262
Financial engineering,324744
Financial institution,208836
Financial market,41916
Financial market efficiency,9406856
Financial planning,7601408
Financial reporting,4294404
Financial risk,2460491
Financial statement,93755
Financial transaction,697301
Financial transaction tax,25681121
Financial year,100380
Finding aid,3860483
Fine motor skill,31212987
Fine-structure constant,49295
Fine-tuning (deep learning),73250406
Finger,37618
Finial,864921
Finitary relation,19509
Finite element analysis,169168
Finite element method,18233581
Finite geometry,267061
Finite group,323707
Finite impulse response,443101
Finite model theory,1773596
Finite set,11742
Finite strain theory,2210759
Finite-state machine,10931
Finitely generated group,963042
Finsler geometry,385513
Finsler manifold,385510
Fire,11145
Fire point,668710
Fire protection engineering,2195359
Fire whirl,2664780
Firestorm,289419
Firmware,41155
Firn,1728190
First Point of Aries,153775
First Point of Libra,658760
First aid,11296
First fix and second fix,10018162
First law of geography,27953698
First law of thermodynamics,166404
First light (astronomy),178238
First magnitude star,60064491
First quantization,4490255
First superstring revolution,649900
First-class function,1163024
First-generation programming language,81826
First-hitting-time model,18484937
First-in-man study,12005113
First-order logic,10983
First-order predicate logic,10986
Firth,103615
Fiscal conservatism,4032505
Fiscal multiplier,193717
Fiscal policy,132645
Fiscal theory of the price level,20586302
Fish,4699587
Fish as food,2579103
Fish emulsion,1654401
Fish hatchery,3196565
Fish ladder,341115
Fish oil,999306
Fisher equation,468892
Fisher separation theorem,766775
Fishery,307491
Fishing net,1137395
Fission (biology),30064130
Fission track dating,3016310
Fissure,68779455
Fitness (biology),187849
Fitness function,412285
Fitness landscape,310599
Five-pointed star,5199011
Fix (position),66415648
Fixed anvil temperature hypothesis,68113902
Fixed cost,886532
Fixed effect,17943379
Fixed investment,683648
Fixed stars,659190
Fixed-wing aircraft,46770
Fjard,24442062
Fjord,43598
Flaccid,16971819
Flag,11424
Flag Institute,4705829
Flag families,72095183
Flag of Algeria,413616
Flag of Australia,5094710
Flag of Bhutan,417899
Flag of Canada,97066
Flag of England,179283
Flag of Eritrea,459049
Flag of France,70764
Flag of Guyana,459106
Flag of Jamaica,459132
Flag of Jubaland,66221055
Flag of Magallanes,32140923
Flag of Maldives,76982709
Flag of Montenegro,346239
Flag of New Brunswick,343124
Flag of New Zealand,265679
